"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"NAM-ATAF-CUC family 10","OsNAC10","Resistance or Tolerance","Drought tolerance","11","1215803","1217848","Os11g0126900","-","Overexpression","Grain yield under drought conditions.","10.1104/pp.110.154773"
"&quot;NAM, ATAF1/2, CUC2 transcription factor045&quot;","ONAC045","Resistance or Tolerance","Drought tolerance","11","1251185","1253050","Os11g0127600","-","Overexpression","Drought and salinity tolerance.","10.1016/j.bbrc.2008.12.163"
"&quot;NAM, ATAF1/2, CUC2 transcription factor045&quot;","ONAC045","Resistance or Tolerance","Salinity tolerance","11","1251185","1253050","Os11g0127600","-","Overexpression","Drought and salinity tolerance.","10.1016/j.bbrc.2008.12.163"
"RICE TERMINAL FLOWER 1/CENTRORADIALIS HOMOLOG 1","RCN1","Physiological trait","Flowering","11","2434690","2436020","Os11g0152500","-","Overexpression","Transition to reproductive phase. Panicle branching.","10.1046/j.1365-313X.2002.01255.x"
"RICE TERMINAL FLOWER 1/CENTRORADIALIS HOMOLOG 1","RCN1","Morphological trait","Panicle flower","11","2434690","2436020","Os11g0152500","-","Overexpression","Transition to reproductive phase. Panicle branching.","10.1046/j.1365-313X.2002.01255.x"
"&quot;ABA, osmotic stress, and ripening1&quot;","OsAsr1","Resistance or Tolerance","Cold tolerance","11","3261662","3262630","Os11g0167800","-","Overexpression","Cold tolerance.","10.1007/s10059-009-0055-6"
"NAM-ATAF-CUC family 5","OsNAC5","Resistance or Tolerance","Salinity tolerance","11","4282487","4284994","Os11g0184900","-","Overexpression","Salinity tolerance.","10.1007/s00438-010-0557-0"
"pathogenesis-related 4","OsPR4","Resistance or Tolerance","Drought tolerance","11","24354046","24354944","Os11g0592200","-","Overexpression","Drought tolerance.","10.1016/j.jplph.2011.07.013"
"Metallothionein1a","OsMT1a","Resistance or Tolerance","Drought tolerance","11","30636308","30637001","Os11g0704500","-","Overexpression","Drought tolerance. Zn homeostasis.","10.1007/s11103-009-9466-1"
"-","OsWAK1","Resistance or Tolerance","Blast resistance","11","0","0","Os11g0690066","-","Overexpression","Blast resistance.","10.1007/s11103-008-9430-5"
"WUSCHEL-LIKE HOMEOBOX 3","WOX3","Morphological trait","Culm leaf","12","63393","66038","Os12g0101600","-","Overexpression","Ligule and auricle formation.","10.1104/pp.107.095737"
"zinc finger protein252","ZFP252","Resistance or Tolerance","Drought tolerance","12","24440920","24442124","Os12g0583700","-","Overexpression","Drought and salinity tolerance.","10.1016/j.febslet.2008.02.052"
"zinc finger protein252","ZFP252","Resistance or Tolerance","Salinity tolerance","12","24440920","24442124","Os12g0583700","-","Overexpression","Drought and salinity tolerance.","10.1016/j.febslet.2008.02.052"
"pinoid","OsPID","Morphological trait","Panicle flower","12","26281668","26283429","Os12g0614600","-","Overexpression","Root development. Root gravitropism. Floral organ development. Auxin transport.","10.1093/pcp/pcm024"
"pinoid","OsPID","Morphological trait","Root","12","26281668","26283429","Os12g0614600","-","Overexpression","Root development. Root gravitropism. Floral organ development. Auxin transport.","10.1093/pcp/pcm024"
"C2H2-type zinc finger protein245","ZFP245","Resistance or Tolerance","Cold tolerance","0","0","0","X1","-","Overexpression","Cold and drought tolerance.","10.1016/j.bbrc.2009.09.032"
"C2H2-type zinc finger protein245","ZFP245","Resistance or Tolerance","Drought tolerance","0","0","0","X1","-","Overexpression","Cold and drought tolerance.","10.1016/j.bbrc.2009.09.032"
"Calcium-dependent protein kinase12","OsCPK12","Resistance or Tolerance","Other soil stress tolerance","0","0","0","X2","-","Overexpression","Growth speed under low nitrogen condition.","10.5511/plantbiotechnology.27.369"
"Thylakoid lumen protein 27","OsTLP27","Physiological trait","Source activity","1","133291","134676","Os01g0102300","-","Overexpression","Photochemical efficiency. Size and number of grana.","10.1016/j.plantsci.2012.06.006"
"OsHsp17.0","OsHsp17.0","Resistance or Tolerance","Salinity tolerance","1","1950930","1951681","Os01g0136200","-","Overexpression","Drought and salinity tolerance. Sensitivity to mannitol and salt during germination stage.","10.1016/j.jplph.2011.12.014"
"OsHsp17.0","OsHsp17.0","Resistance or Tolerance","Drought tolerance","1","1950930","1951681","Os01g0136200","-","Overexpression","Drought and salinity tolerance. Sensitivity to mannitol and salt during germination stage.","10.1016/j.jplph.2011.12.014"
"OsHsp17.0","OsHsp17.0","Physiological trait","Germination dormancy","1","1950930","1951681","Os01g0136200","-","Overexpression","Drought and salinity tolerance. Sensitivity to mannitol and salt during germination stage.","10.1016/j.jplph.2011.12.014"
"OsmiR393","OsmiR393","Resistance or Tolerance","Drought tolerance","1","2308149","2308263","osa-miR393","-","Overexpression","Drought and salinity tolerance. Tillering. Flowering time. Auxin sensitivity.","10.1371/journal.pone.0030039"
"OsmiR393","OsmiR393","Resistance or Tolerance","Salinity tolerance","1","2308149","2308263","osa-miR393","-","Overexpression","Drought and salinity tolerance. Tillering. Flowering time. Auxin sensitivity.","10.1371/journal.pone.0030039"
"OsmiR393","OsmiR393","Morphological trait","Culm leaf","1","2308149","2308263","osa-miR393","-","Overexpression","Drought and salinity tolerance. Tillering. Flowering time. Auxin sensitivity.","10.1371/journal.pone.0030039"
"OsmiR393","OsmiR393","Physiological trait","Flowering","1","2308149","2308263","osa-miR393","-","Overexpression","Drought and salinity tolerance. Tillering. Flowering time. Auxin sensitivity.","10.1371/journal.pone.0030039"
"miR393a","miR393a","Morphological trait","Root","1","2308149","2308263","osa-MIR393.1","-","Overexpression","Pleiotropic developmental defect. Leaf angle. Auxin dependent root growth. Grain size.","10.1111/j.1469-8137.2012.04248.x"
"Oryza sativa MAPK kinase 6","OsMKK6","Resistance or Tolerance","Cold tolerance","1","19561619","19566881","Os01g0510100","-","Overexpression","Cold tolerance.","10.1016/j.jplph.2011.11.012"
"RNA-dependent RNA polymerase 6","OsRDR6","Morphological trait","Panicle flower","1","20597234","20599878","Os01g0527600","-","Mutant","Spikelets morphology.","10.1111/j.1365-313X.2012.05001.x"
"RAD51C","RAD51C","Physiological trait","Sterility","1","24010037","24015250","Os01g0578000","-","Mutant","Male and female sterility. UV tolerance.","10.1093/jxb/ers190"
"RAD51C","RAD51C","Resistance or Tolerance","Other stress resistance","1","24010037","24015250","Os01g0578000","-","Mutant","Male and female sterility. UV tolerance.","10.1093/jxb/ers190"
"amino acid transporter5","OsAAT5","Physiological trait","Source activity","1","26208906","26210836","Os01g0617600","-","Mutant","Carbon and nitrogen content.","10.1007/s11738-012-0995-x"
"CHIMERIC FLORAL ORGANS 1","CFO1","Morphological trait","Panicle flower","1","32034244","32036422","Os01g0726400","-","Mutant","Floral organ formation.","10.1104/pp.112.200980"
"dwarf10","d10","Morphological trait","Root","1","32981304","32984412","Os01g0746400","-","Mutant","Strigolactone biosynthesis. Crown root length.","10.1007/s00344-011-9228-6"
"Oryza sativa purple acid phosphatase 10a","OsPAP10a","Resistance or Tolerance","Other soil stress tolerance","1","34604130","34608385","Os01g0776600","-","Overexpression","Phosphate uptake and translocation.","10.1111/j.1744-7909.2012.01143.x"
"amino acid transporter7","OsAAT7","Physiological trait","Source activity","1","37076685","37083011","Os01g0825800","-","Mutant","Carbon and nitrogen content.","10.1007/s11738-012-0995-x"
"CORONATINE INSENSITIVE1","OsCOI1","Resistance or Tolerance","Insect resistance","1","38502654","38506809","Os01g0853400","-","Knockdown","Resistance to rice leaf folder (Cnaphalocrocis medinalis) .","10.1371/journal.pone.0036214"
"Oryza sativa Magnesium Transporter 1","OsMGT1","Resistance or Tolerance","Other soil stress tolerance","1","39419964","39423182","Os01g0869200","-","Mutant","&quot;Magnesium uptake. Aluminium, cadmium and　lanthanum tolerance. &quot;","10.1104/pp.112.199778"
"PsbS","PsbS","Physiological trait","Source activity","1","39452625","39455599","Os01g0869800","-","Knockdown Overexpression","Nonphotochemical quenching capacity. Photosynthetic rate in fluctuating light conditions.","10.1111/j.1365-313X.2012.04995.x"
"hydroperoxide lyase 3","OsHPL3","Resistance or Tolerance","Bacterial blight resistance","2","554579","556320","Os02g0110200","-","Mutant","&quot;Lesion mimic. Resistance to rice brown planthopper, rice striped stem borer and Xanthomonas oryzae pv. oryzae.&quot;","10.1111/j.1365-313X.2012.05027.x"
"hydroperoxide lyase 3","OsHPL3","Others","Others","2","554579","556320","Os02g0110200","-","Mutant","&quot;Lesion mimic. Resistance to rice brown planthopper, rice striped stem borer and Xanthomonas oryzae pv. oryzae.&quot;","10.1111/j.1365-313X.2012.05027.x"
"MADS29","MADS29","Physiological trait","Eating quality","2","3833127","3837132","Os02g0170300","-","Mutant","Seed amylose content. Grain filling.","10.1105/tpc.111.094854"
"MADS29","MADS29","Morphological trait","Seed","2","3833127","3837132","Os02g0170300","-","Mutant","Seed amylose content. Grain filling.","10.1105/tpc.111.094854"
"MICROSPORE AND TAPETUM REGULATOR1","MTR1","Physiological trait","Sterility","2","17929370","17931369","Os02g0491300","-","Mutant","Pollen development.","10.1016/j.devcel.2012.04.011"
"cryptochrome 1a","cry1a","Morphological trait","Shoot seedling","2","22834405","22838152","Os02g0573200","-","Knockdown"," Leaf sheath elongation during seedling stage. Gibberellin metabolism.","10.1093/pcp/pcs097"
"activity of bc1 complex 1-2","OsABC1-2","Resistance or Tolerance","Other stress resistance","2","22935350","22942918","Os02g0575500","-","Mutant","Dwarfism. Grain size. Chlorophyll content in dark condition.","10.1016/j.gene.2012.02.017"
"activity of bc1 complex 1-2","OsABC1-2","Physiological trait","Source activity","2","22935350","22942918","Os02g0575500","-","Mutant","Dwarfism. Grain size. Chlorophyll content in dark condition.","10.1016/j.gene.2012.02.017"
"activity of bc1 complex 1-2","OsABC1-2","Morphological trait","Dwarf","2","22935350","22942918","Os02g0575500","-","Mutant","Dwarfism. Grain size. Chlorophyll content in dark condition.","10.1016/j.gene.2012.02.017"
"activity of bc1 complex 1-2","OsABC1-2","Morphological trait","Seed","2","22935350","22942918","Os02g0575500","-","Mutant","Dwarfism. Grain size. Chlorophyll content in dark condition.","10.1016/j.gene.2012.02.017"
"amino acid transporter24","OsAAT24","Physiological trait","Source activity","2","30878647","30885234","Os02g0722400","-","Mutant","Carbon and nitrogen content.","10.1007/s11738-012-0995-x"
"Histidine kinase 6","OsHk6","Others","Others","2","31710406","31715914","Os02g0738400","-","Overexpression","Cytokinin-dependent green pigmentation in calli.","10.1093/pcp/pcs079"
"DWARF50","D50","Morphological trait","Dwarf","2","32488227","32491252","Os02g0751900","-","Mutant","Dwarfism. Cell wall component.","10.1111/j.1365-3040.2012.02534.x"
"triangular hull1","th1","Morphological trait","Panicle flower","2","35574485","35576584","Os02g0811000","-","Mutant","Lemma and palea development.","10.1007/s11103-011-9868-8"
"DOMAINS REARRANGED METHYLASE 2","osdrm2","Others","Others","3","610981","614719","Os03g0110800","-","Mutant","Pleiotropic developmental defect. de novo and non-CG methylation.","10.1111/j.1365-313X.2012.04974.x"
"tiller enhancer","te","Morphological trait","Dwarf","3","1305760","1309549","Os03g0123300","-","Mutant","Tillering. Dwarfism. Twisted flag leaf.","10.1038/ncomms1716"
"tiller enhancer","te","Morphological trait","Culm leaf","3","1305760","1309549","Os03g0123300","-","Mutant","Tillering. Dwarfism. Twisted flag leaf.","10.1038/ncomms1716"
"dwarf14","d14","Morphological trait","Root","3","5449542","5451116","Os03g0203200","-","Mutant","Strigolactone sensitivity. Crown root length.","10.1007/s00344-011-9228-6"
"phytochrome B","phyB","Resistance or Tolerance","Drought tolerance","3","11070815","11078848","Os03g0309200","-","Mutant","Drought tolerance. Stomatal density.","10.1007/s11103-011-9860-3"
"phytochrome B","phyB","Morphological trait","Culm leaf","3","11070815","11078848","Os03g0309200","-","Mutant","Drought tolerance. Stomatal density.","10.1007/s11103-011-9860-3"
"phytochromeB","phyB","Morphological trait","Shoot seedling","3","11070815","11078848","Os03g0309200","-","Mutant"," Leaf sheath elongation during seedling stage. Gibberellin metabolism.","10.1093/pcp/pcs097"
"OsMYB2","OsMYB2","Resistance or Tolerance","Cold tolerance","3","11376742","11378885","Os03g0315400","-","Overexpression","&quot;Cold, drought and salinity tolerance. ABA sensitivity.&quot;","10.1093/jxb/err431"
"OsMYB2","OsMYB2","Resistance or Tolerance","Drought tolerance","3","11376742","11378885","Os03g0315400","-","Overexpression","&quot;Cold, drought and salinity tolerance. ABA sensitivity.&quot;","10.1093/jxb/err431"
"OsMYB2","OsMYB2","Resistance or Tolerance","Salinity tolerance","3","11376742","11378885","Os03g0315400","-","Overexpression","&quot;Cold, drought and salinity tolerance. ABA sensitivity.&quot;","10.1093/jxb/err431"
"OsCam1-1","OsCam1-1","Resistance or Tolerance","Salinity tolerance","3","11573337","11575120","Os03g0319300","-","Overexpression","Salinity tolerance. Regulation of ABA biosynthesis.","10.1007/s12374-011-0154-8"
"Oryza sativa Late embryogenesis abundant 3-2","OsLEA3-2","Resistance or Tolerance","Drought tolerance","3","11749941","11751335","Os03g0322900","-","Overexpression","Drought and salinity tolerance.","10.1371/journal.pone.0045117"
"Oryza sativa Late embryogenesis abundant 3-2","OsLEA3-2","Resistance or Tolerance","Salinity tolerance","3","11749941","11751335","Os03g0322900","-","Overexpression","Drought and salinity tolerance.","10.1371/journal.pone.0045117"
"pyruvate dehydrogenase kinase","pdhk","Morphological trait","Panicle flower","3","15077163","15081835","Os03g0370000","-","Knockdown","Flowering time. Grain number. Grain size.","10.2135/cropsci2011.07.0352"
"pyruvate dehydrogenase kinase","pdhk","Morphological trait","Seed","3","15077163","15081835","Os03g0370000","-","Knockdown","Flowering time. Grain number. Grain size.","10.2135/cropsci2011.07.0352"
"pyruvate dehydrogenase kinase","pdhk","Physiological trait","Flowering","3","15077163","15081835","Os03g0370000","-","Knockdown","Flowering time. Grain number. Grain size.","10.2135/cropsci2011.07.0352"
"young seedling albino","ysa","Morphological trait","Shoot seedling","3","22993430","22999056","Os03g0597200","-","Mutant","Albino leaves before the three-leaf stage","10.1104/pp.112.195081"
"OsShattering1","OsSh1","Morphological trait","Panicle flower","3","25957361","25967261","Os03g0650000","-","Mutant","Seed shattering.","10.1038/ng.2281"
"OsSWAP70A","OsSWAP70A","Resistance or Tolerance","Blast resistance","3","26968125","26972105","Os03g0666200","-","Knockdown","Chitin elicitor-induced defense response. ROS production.","10.1111/j.1365-313X.2011.04874.x"
